PARENTNO,PARENT_VER,PROD_STATUS,PROD_CDATE,PROD_MODDATE,GISONG,BRAND,EL_ASPD,EL_ACAPA,ASPSCD,PARTNO,PARTNAME,PART_VERSION,SPEC,GLCODE,PART_QTY,CMT,UCHECK
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26000122G0600,LAMP,0,"GSP, 15W LED",26000122G0600,86,"1) 2024.04.16 RWY 아산타워 9-2호기 7EA

2) 2024.04.16 RWY 아산타워 1-1B호기 13EA

3) 2024.04.16 RWY 아산타워 1-2A호기 15EA

4) 2024.04.16 RWY 아산타워 1-1A호기 9EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 29 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 73EA > 86EA (13EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,260003105,BATTERY,2,"ES TYPE BATTERY(12V, 24Ah)",20600083H01,2,GT제어반 피난호기 인증용_250331,1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26010040G0200,PIT SWITCH,0,LAMP & E-STOP  SWITCH,26010040G02,2,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26010040G0400,PIT SWITCH,0,LAMP & E-STOP  SWITCH,26010040G04,4,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 3EA > 4EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300210G0300,PC BOARD,0,INDICATOR PCB BOARD,26300210G03,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300425G3000,EVACUATION ASSY,0,"30FLOOR, BOXLESS TYPE",26300425G30,1,"2025.02.11 KDH
아산타워 2-2호기(GT-R+GETM6.0H) 피난운전 인증용
항목 : EVACUATION ASSY(30FLOOR, BOXLESS TYPE)
수량 : 1EA
수령인 : 김도현(010-6345-9847)
입고목표 날짜 : 2/25
입고요청일 : 2/11
입고장소 : 충주 서비스부품센터 2층 제어팀",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300490G08SA,HIP,0,HIP-D8211D,26300490G08,2,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300490G09SA,HIP,0,HIP-D8211D,26300490G09,1,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300490G10SA,HIP,0,HIP-D8211KD,26300490G10,1,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300496G01SA,HIP,0,HIP-D621C,26300496G01,1,"2025.02.11 KDH
아산타워 2-2호기(GT-R+GETM6.0H) 피난운전 인증용
항목 : HIP(BOT FL)
수량 : 1EA
수령인 : 김도현(010-6345-9847)
입고목표 날짜 : 2/25
입고요청일 : 2/11
입고장소 : 충주 서비스부품센터 2층 제어팀",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300496G02SA,HIP,0,HIP-D621C,26300496G02,3,"4) 2024.04.16 RWY 아산타워 1-1A호기 2EA

==================================
2025.02.11 KDH
아산타워 2-2호기(GT-R+GETM6.0H) 피난운전 인증용
항목 : HIP(MID FL)
수량 : 2EA > 3EA(1EA 추가)
수령인 : 김도현(010-6345-9847)
입고목표 날짜 : 2/25
입고요청일 : 2/11
입고장소 : 충주 서비스부품센터 2층 제어팀",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300496G03SA,HIP,0,HIP-D621C,26300496G03,3,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA
======================================
2025.02.11 KDH
아산타워 2-2호기(GT-R+GETM6.0H) 피난운전 인증용
항목 : HIP(TOP FL)
수량 : 2EA > 3EA(1EA 추가)
수령인 : 김도현(010-6345-9847)
입고목표 날짜 : 2/25
입고요청일 : 2/11
입고장소 : 충주 서비스부품센터 2층 제어팀",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300496G04SA,HIP,0,HIP-D621CK,26300496G04,2,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300496G08SA,HIP,0,HIP-D621CD,26300496G08,4,"[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 신규수량 : 4EA
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300496G09SA,HIP,0,HIP-D621CD,26300496G09,3,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 2EA > 3EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26300496G10SA,HIP,0,HIP-D621CKD,26300496G10,3,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 2EA > 3EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26400034G03SA,PIT RESET SWITCH,0,PIT RESET SWITCH (EN81-20/50),26400034G03,3,"3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 2EA > 3EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26900004G06SA,FIREMAN SWITCH,0,FS-840,26900004G06,1,"2025.02.11 KDH
아산타워 2-2호기(GT-R+GETM6.0H) 피난운전 인증용
항목 : FIREMAN SWITCH(EVACUATION SWITCH)
수량 : 1EA
수령인 : 김도현(010-6345-9847)
입고목표 날짜 : 2/25
입고요청일 : 2/11
입고장소 : 충주 서비스부품센터 2층 제어팀",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,26910023G05SA,FIREMAN SWITCH,0,"EN81-A3, BOXLESS",26910023G05,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

* 재질은  스테인리스 헤어라인

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

* 재질은  스테인리스 헤어라인

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

* 재질은  스테인리스 헤어라인

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

* 재질은  스테인리스 헤어라인

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
* 재질은  스테인리스 헤어라인

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)
 - SPEC :
* 재질은  스테인리스 헤어라인",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28000185G0100,FIREMAN STICKER,0,EN81-A3,28000185G01,4,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28000334G0600,BUTTON,0,21 TYPE,28000334G06,1,"Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02

DOOR_HOLD(FLOOR 버튼 색상과 동일 적용)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28000546G0100,PC BOARD,0,"GSP, MAIN&SUB COP, NOT IND",28000546G01,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)
 - 1 ST",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28000546G0700,PC BOARD,0,"GSP, DISALBE COP, NOT IND",28000546G07,4,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 3EA > 4EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28000582G05SA,OPB,0,OPP-D521A,28000582G05,5,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

MAIN OPB
BOX: 164 x 1704
D521A
* NAME PLATE - 용도 : 승객용
* NAME PLATE - 인승 :8 인승, 용량 : 600 kg
* NAME PLATE 문자크기는 10mm 이상일 것
* 비상통화장치 : DI-PBX LP
* E-STOP S/W ON FACE PLATE : NO
* VOICE SYNTHESIZER (한국어 적용)
* FIREMAN STICKER: YES , 비상용
 - DWG.28000186G06 적용
* OP/CL LOGO: - SYMBOL
* KEY S/W PANEL: - LOGO DWG : 280C116G01
* 열림방향(MAIN) : CO
* S/W PANEL: - DWG NO. : 280C263G10
* WIRING DIAGRAM : HE001035, HE001041 ~ HE001047
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* BUTTON : 21 버튼 적용
벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작 (국내/해외 동일)

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

MAIN OPB
BOX: 164 x 1704
D521A
* NAME PLATE - 용도 : 승객용
* NAME PLATE - 인승 :16 인승, 용량 : 1200 kg
* NAME PLATE 문자크기는 10mm 이상일 것
* 비상통화장치 : DI-PBX LP
* E-STOP S/W ON FACE PLATE : NO
* VOICE SYNTHESIZER (한국어 적용)
* FIREMAN STICKER: YES , 비상용
 - DWG.28000186G06 적용
* OP/CL LOGO: - SYMBOL
* KEY S/W PANEL: - LOGO DWG : 280C116G01
* 열림방향(MAIN) : CO
* S/W PANEL: - DWG NO. : 280C263G10
* WIRING DIAGRAM : HE001035, HE001041 ~ HE001047
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* BUTTON : 21 버튼 적용
벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작 (국내/해외 동일)

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

MAIN OPB
BOX: 164 x 1704
D521A
* NAME PLATE - 용도 : 승객용
* NAME PLATE - 인승 :16 인승, 용량 : 1200 kg
* NAME PLATE 문자크기는 10mm 이상일 것
* 비상통화장치 : DI-PBX LP
* E-STOP S/W ON FACE PLATE : NO
* VOICE SYNTHESIZER (한국어 적용)
* FIREMAN STICKER: YES , 비상용
 - DWG.28000186G06 적용
* OP/CL LOGO: - SYMBOL
* KEY S/W PANEL: - LOGO DWG : 280C116G01
* 열림방향(MAIN) : CO
* S/W PANEL: - DWG NO. : 280C263G10
* WIRING DIAGRAM : HE001035, HE001041 ~ HE001047
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* BUTTON : 21 버튼 적용
벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작 (국내/해외 동일)

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

MAIN OPB
BOX: 164 x 1704
D521A
* NAME PLATE - 용도 : 승객용
* NAME PLATE - 인승 :8 인승, 용량 : 600 kg
* NAME PLATE 문자크기는 10mm 이상일 것
* 비상통화장치 : DI-PBX LP
* E-STOP S/W ON FACE PLATE : NO
* VOICE SYNTHESIZER (한국어 적용)
* FIREMAN STICKER: YES , 비상용
 - DWG.28000186G06 적용
* OP/CL LOGO: - SYMBOL
* KEY S/W PANEL: - LOGO DWG : 280C116G01
* 열림방향(MAIN) : CO
* S/W PANEL: - DWG NO. : 280C263G10
* WIRING DIAGRAM : HE001035, HE001041 ~ HE001047
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* BUTTON : 21 버튼 적용
벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작 (국내/해외 동일)

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
MAIN OPB
BOX: 164 x 1704
D521A
* NAME PLATE - 용도 : 승객용
* NAME PLATE - 인승 :15 인승, 용량 : 1200 kg
* NAME PLATE 문자크기는 10mm 이상일 것
* 비상통화장치 : DI-PBX LP
* 비상통화장치 동작 표시등 적용
* E-STOP S/W ON FACE PLATE : NO
* VOICE SYNTHESIZER (한국어 적용)
* FIREMAN S/W: YES , 비상용
* 표준도면 28000186G01도면 참조하여 제작
* OP/CL LOGO: - SYMBOL
* KEY S/W PANEL: - LOGO DWG : 280C116G01
* 열림방향(MAIN) : CO
* S/W PANEL: - DWG NO. : 280C263G10
* WIRING DIAGRAM : HE001035, HE001041 ~ HE001047
* DOOR HOLD 적용 (별도의 지정이 없을 경우 V0019419도면 참조)
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* BUTTON : 21 버튼 적용
벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작 (국내/해외 동일)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28000582G10SA,OPB,0,OPP-D521A,28000582G10,1,"[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 신규수량 : 1EA
 - 담당자 : 노휘찬 (010-7363-9400)
 - SPEC :
MAIN OPB
BOX: 164 x 1704
D521A
* NAME PLATE - 용도 : 승객용
* NAME PLATE - 인승 :21 인승, 용량 : 1600 kg
* NAME PLATE 문자크기는 10mm 이상일 것
* 비상통화장치 : DI-PBX LP
* E-STOP S/W ON FACE PLATE : NO
* VOICE SYNTHESIZER (영어 적용)
* FIREMAN S/W: YES , 비상용
* 표준도면 28000186G01도면 참조하여 제작
* OP/CL LOGO: - SYMBOL
* KEY S/W PANEL: - LOGO DWG : 280C116G01
* 열림방향(MAIN) : CO
* S/W PANEL: - DWG NO. : 280C263G10
* WIRING DIAGRAM : HE001035, HE001041 ~ HE001047
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* BUTTON : 21 버튼 적용
* 벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작 (국내/해외 동일)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28000721G1000,CABLE ASSY,0,"GSP, MAIN COP, W/ SWITCH PANEL, UP DRAW",28000721G10,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28100105G0100,RUBBER PAD,0,RUBBER TAPE (STILE 간섭 소음방지),28100105G01,4,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 3EA > 4EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28100106G0100,CABLE ASSY,1,"GSP, DISABLE COP",28100106G01,4,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 3EA > 4EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28110103G05SA,DISABLE OPB,0,OPP-N221W,28110103G05,3,"2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

BOX: 484x254
N221W
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* 하부 면취가공 할 것 (C0.5)

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

BOX: 484x254
N221W
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* 하부 면취가공 할 것 (C0.5)

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
BOX: 484x254
N221W
* BUTTON : 21 버튼 적용
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* 비상통화장치 동작 표시등 적용
* 하부 면취가공 할 것 (C0.5)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28110103G10SA,DISABLE OPB,0,OPP-N221W,28110103G10,1,"[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 신규수량 : 1EA
 - 담당자 : 노휘찬 (010-7363-9400)
 - SPEC :
BOX: 484x254
N221W
* BUTTON : 21 버튼 적용
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* 하부 면취가공 할 것 (C0.5)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,285B0001G2400,OVERLOAD SWITCH,1,GSP,285B0001G24,4,"- 수량 : 1SET (누계 4SET)
- Rope식 부품공용화 타워 설치 자재 (GETM3.5H)
- 입고 요청일: 9/11, 입고장소: 충주공장 F02

--------------------------------------------------

- NEX 부품공용화 이엠텍 선 조치 건 3EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28600082G2500,STICKER,0,DOMESTIC STICKER,28600082G25,6,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

* MODEL 인증 스티커(GTLX-GH-1, ABA71-J003-20007) 사용

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

* MODEL 인증 스티커(GTLX-GH-1, ABA71-J003-20007) 사용

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

* MODEL 인증 스티커(GTSS-GH-1, ABA71-J003-20008) 사용

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

* MODEL 인증 스티커(GTSS-GH-1, ABA71-J003-20008) 사용

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)
 - SPEC :
* MODEL 인증 스티커(GTLX-R, ABA71-J003-21003) 사용
",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28600215G0100,CAR TOP BOX ASSY,0,"GSP, FOR POTENTIAL METER",28600215G01,5,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

* 웅크린자세 스티커 적용되므로 체크하여 공급
* MODEL 인증 STICKER는 DWG. 28610039G05 입고(용량 : 600kg)

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

* 웅크린자세 스티커 적용되므로 체크하여 공급
* MODEL 인증 STICKER는 DWG. 28610039G05 입고(용량 : 1200kg)

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

* 웅크린자세 스티커 적용되므로 체크하여 공급
* MODEL 인증 STICKER는 DWG. 28610039G05 입고(용량 : 1200kg)

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

* 웅크린자세 스티커 적용되므로 체크하여 공급
* MODEL 인증 STICKER는 DWG. 28610039G05 입고(용량 : 600kg)

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST
* 웅크린자세 스티커 적용되므로 체크하여 공급
* MODEL 인증 STICKER는 DWG. 28610039G05 입고(용량 : 1200kg)",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28600225G0100,REMOTE CONTROLLER,0,CAR TOP CONTROLLER,28600225G01,8,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA

5) Rope식 부품공용화 타워설치 자재 (GETM3.5H) ..24.08.20_김학은
 - 입고 요청일: 9/11
 - 입고장소: 충주공장 F02
 - 1 ST

======================================
[중국법인 타워설치용_GETM6.0H]_24.09.11 NHC
 - 기종 : GTLX-R, 30kW 일반형
 - 입고요청일 : 09/11
 - 입고날짜 : 09/25
 - 입고장소 : 충주 서비스부품센터 2층 제어팀
 - 수량 : 5EA > 6EA (1EA 추가)
 - 담당자 : 노휘찬 (010-7363-9400)

4) 2025.06.12 KJS 품질테스트(도어스위치 자동복귀형) 2EA
   수량 : 6EA -> 8EA",1
V800980,160,RLS,2025-09-25,2025-09-25,,,,,,28600225G0300,REMOTE CONTROLLER,0,"PIT CONTROLLER, FIRE",28600225G03,4,"1) 2024.04.16 RWY 아산타워 9-2호기 1EA

2) 2024.04.16 RWY 아산타워 1-1B호기 1EA

3) 2024.04.16 RWY 아산타워 1-2A호기 1EA

4) 2024.04.16 RWY 아산타워 1-1A호기 1EA",1
